City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
368,Tuatapere,NZ,-46.13,167.68,49.53,55,87,2.77,overcast clouds
369,Najran,SA,17.49,44.13,84.2,26,93,4.7,overcast clouds
370,Praia Da Vitoria,PT,38.73,-27.07,75.2,83,40,17.02,scattered clouds
371,Manjo,CM,4.84,9.82,69.82,96,100,0.78,light rain
372,Trincomalee,LK,8.57,81.23,80.44,76,99,17.07,overcast clouds
373,Weeze,DE,51.63,6.2,64.99,83,13,1.01,few clouds
374,Seguela,CI,7.96,-6.67,72.81,87,23,4.0,few clouds
375,Port-Cartier,CA,50.03,-66.87,64.4,88,40,8.05,scattered clouds
376,Viedma,AR,-40.81,-63.0,50.0,48,47,8.01,scattered clouds
377,Carutapera,BR,-1.2,-46.02,77.59,79,90,7.18,overcast clouds
378,Tak,TH,16.58,98.83,75.2,100,75,2.89,broken clouds
379,Wanning,CN,18.8,110.4,81.66,81,76,2.1,broken clouds
380,Tiarei,PF,-17.53,-149.33,82.4,61,20,12.75,few clouds
381,Graham,US,47.05,-122.29,91.0,33,1,6.58,clear sky
382,Maltahohe,NA,-24.83,16.98,36.77,68,0,7.16,clear sky
383,Cabanas,CU,22.98,-82.92,86.0,70,40,9.17,scattered clouds
384,San Patricio,MX,19.22,-104.7,82.4,78,90,23.04,overcast clouds
385,Tonstad,NO,58.66,6.72,68.0,65,13,4.09,few clouds
386,Husavik,IS,66.04,-17.34,50.0,93,91,3.36,overcast clouds
387,Ancud,CL,-41.87,-73.82,46.0,87,75,4.7,broken clouds
388,Salinopolis,BR,-0.61,-47.36,79.79,80,71,12.15,broken clouds
389,Winnemucca,US,40.97,-117.74,102.2,10,75,6.93,broken clouds
390,Kavieng,PG,-2.57,150.8,83.32,75,9,10.85,clear sky
391,Moussoro,TD,13.64,16.49,84.76,58,53,9.64,broken clouds
392,Pitsunda,GE,43.16,40.34,68.0,77,2,11.18,clear sky
393,Kudahuvadhoo,MV,2.67,72.89,82.92,66,66,1.39,broken clouds
394,Normandin,CA,48.83,-72.53,66.2,82,75,4.7,thunderstorm with light rain
395,Irbeyskoye,RU,55.64,95.45,57.24,76,0,0.96,clear sky
396,Maykor,RU,59.01,55.88,51.26,96,100,9.71,moderate rain
397,Elliot Lake,CA,46.38,-82.63,71.6,53,20,11.41,few clouds
398,Coos Bay,US,43.37,-124.22,81.0,77,1,11.41,clear sky
399,Haines Junction,CA,60.75,-137.51,51.62,81,100,3.47,overcast clouds
400,Starkville,US,33.45,-88.82,90.0,45,1,5.82,clear sky
401,Nampula,MZ,-15.12,39.27,66.2,93,40,2.24,scattered clouds
402,Kahului,US,20.89,-156.47,87.8,48,40,21.92,scattered clouds
403,Parkes,AU,-33.13,148.18,57.0,68,73,1.99,broken clouds
404,Antalaha,MG,-14.9,50.28,69.96,79,42,7.58,light rain
405,Thoen,TH,17.61,99.22,74.98,88,100,1.1,overcast clouds
406,Virginia Beach,US,36.85,-75.98,77.0,69,75,8.05,broken clouds
407,Ailigandi,PA,9.23,-78.02,81.07,81,22,5.99,few clouds
408,Bathsheba,BB,13.22,-59.52,78.8,94,75,9.17,light rain
409,Dunedin,NZ,-45.87,170.5,51.01,63,71,5.99,broken clouds
410,Rosarito,MX,32.33,-117.03,86.0,61,40,13.87,scattered clouds
411,Ughelli,NG,5.49,6.01,74.1,90,38,3.04,scattered clouds
412,Kampene,CD,-3.6,26.67,71.19,67,63,1.3,broken clouds
413,Sola,VU,-13.88,167.55,80.35,77,23,2.17,few clouds
414,Parabel,RU,58.7,81.48,56.44,97,92,6.85,overcast clouds
415,Kisangani,CD,0.52,25.2,72.84,85,95,2.66,overcast clouds
416,Erenhot,CN,43.65,111.98,67.42,60,100,21.09,overcast clouds
417,Sangin,AF,32.07,64.84,76.19,19,13,0.98,few clouds
418,Zatyshshya,UA,47.33,29.87,63.34,52,0,7.7,clear sky
419,Roald,NO,62.58,6.13,59.0,93,0,8.05,clear sky
420,Skibbereen,IE,51.55,-9.27,55.4,100,75,8.05,broken clouds
421,Port Blair,IN,11.67,92.75,81.01,82,91,12.64,light rain
422,Jiayuguan,CN,39.82,98.3,68.72,23,0,5.19,clear sky
423,Praya,CV,14.92,-23.51,80.6,83,20,4.7,few clouds
424,Isangel,VU,-19.55,169.27,82.4,78,90,9.17,overcast clouds
425,Udachnyy,RU,66.42,112.4,57.2,38,48,4.47,scattered clouds
426,Nanortalik,GL,60.14,-45.24,49.21,68,69,2.57,broken clouds
427,San Fernando,PH,15.03,120.69,84.0,83,75,2.24,broken clouds
428,Sooke,CA,48.37,-123.73,81.0,64,20,18.34,few clouds
429,Tura,IN,25.52,90.22,74.75,97,84,5.19,broken clouds
430,Havoysund,NO,71.0,24.66,46.4,87,75,28.86,shower rain
431,Steinbach,DE,50.17,8.57,72.0,93,78,2.24,broken clouds
432,Beidao,CN,34.57,105.89,60.58,78,100,0.56,overcast clouds
433,Khromtau,KZ,50.25,58.43,54.37,87,71,16.98,light rain
434,Sur,OM,22.57,59.53,88.38,57,66,6.46,broken clouds
435,Progreso,MX,21.28,-89.67,82.4,83,75,6.93,broken clouds
436,Taicheng,CN,38.73,113.23,63.66,95,100,4.79,moderate rain
437,Poum,NC,-20.23,164.02,70.43,79,100,20.18,overcast clouds
438,Tatawin,TN,32.93,10.45,89.6,29,0,5.03,clear sky
439,Jalu,LY,29.03,21.55,81.84,37,0,11.16,clear sky
440,Gorontalo,ID,0.54,123.06,81.41,69,22,5.35,few clouds
441,Suffern,US,41.11,-74.15,69.01,94,37,3.62,moderate rain
442,Slave Lake,CA,55.28,-114.77,78.8,54,40,2.24,haze
443,Camocim,BR,-2.9,-40.84,78.53,69,35,16.78,scattered clouds
444,Ulles,HU,46.34,19.84,68.0,96,64,7.52,light rain
445,Abu Samrah,SY,35.3,37.18,69.6,67,0,9.06,clear sky
446,Aleppo,SY,36.25,37.5,70.05,74,0,12.39,clear sky
447,Ust-Tsilma,RU,65.44,52.15,46.69,96,100,5.82,light rain
448,Aksarka,RU,66.56,67.8,50.25,93,100,8.08,overcast clouds
449,Dicamay,PH,16.76,122.0,78.96,84,97,0.94,overcast clouds
450,Eldorado,BR,-23.79,-54.28,65.17,98,99,4.32,overcast clouds
451,Cedar Park,US,30.51,-97.82,93.0,44,64,8.55,broken clouds
452,Pitimbu,BR,-7.47,-34.81,73.4,88,20,5.82,few clouds
453,Bjerkvik,NO,68.56,17.52,50.0,93,100,25.28,light intensity drizzle
454,Te Anau,NZ,-45.42,167.72,46.08,59,99,0.69,overcast clouds
455,Pombia,IT,45.65,8.63,68.0,88,73,6.93,light rain
456,Bolobo,CD,-2.17,16.23,76.55,71,92,2.77,light rain
457,Xuanzhou,CN,30.95,118.76,84.79,71,0,4.21,clear sky
458,Mayumba,GA,-3.43,10.66,73.99,90,97,8.86,overcast clouds
459,Yatou,CN,37.15,122.38,78.49,92,88,9.89,overcast clouds
460,Kununurra,AU,-15.77,128.73,75.2,47,0,3.36,clear sky
461,Andros,GR,37.83,24.93,77.0,59,0,14.0,clear sky
462,College,US,64.86,-147.8,70.0,37,20,8.05,few clouds
463,Destin,US,30.39,-86.5,89.6,55,1,5.82,clear sky
464,Benguela,AO,-12.58,13.41,67.75,84,92,5.35,overcast clouds
465,Butembo,CD,0.15,29.28,57.72,97,48,1.79,scattered clouds
466,Bac Lieu,VN,9.29,105.72,80.94,82,76,7.94,moderate rain
467,Roma,US,43.21,-75.46,73.4,53,1,8.05,clear sky
468,Novyy Urengoy,RU,66.08,76.63,54.91,92,90,7.76,overcast clouds
469,Jimenez,MX,28.33,-105.4,91.4,18,75,8.05,broken clouds
470,Barao De Melgaco,BR,-16.19,-55.97,91.4,29,35,2.24,scattered clouds
471,Wewak,PG,-3.55,143.63,82.13,73,7,8.66,clear sky
472,Kouqian,CN,43.64,126.46,75.74,89,99,14.61,overcast clouds
473,Krasnoselkup,RU,65.7,82.47,56.17,91,72,8.41,broken clouds
474,Grand Gaube,MU,-20.01,57.66,72.0,69,3,8.01,clear sky
475,Cagliliog,PH,13.9,123.29,81.86,82,91,0.72,light rain
476,Redding,US,40.59,-122.39,93.99,32,1,11.41,clear sky
477,Culebra,PR,18.3,-65.3,84.2,74,75,10.29,broken clouds
478,Makarov,RU,48.63,142.8,58.01,90,100,7.07,overcast clouds
479,Acari,PE,-15.43,-74.62,60.04,67,65,4.09,broken clouds
480,Perelyub,RU,51.87,50.37,52.66,88,0,13.13,clear sky
481,Kyra,RU,49.58,111.98,51.4,79,30,4.05,scattered clouds
482,Davila,PH,18.47,120.58,77.0,94,75,2.24,broken clouds
483,Pizarro,CO,4.95,-77.37,77.95,88,100,6.38,moderate rain
484,Meulaboh,ID,4.14,96.13,76.62,85,35,5.28,scattered clouds
485,Sambava,MG,-14.27,50.17,69.94,78,52,12.37,light rain
486,Navrongo,GH,10.9,-1.09,77.45,83,44,2.86,scattered clouds
487,Melioratorov,RU,57.21,65.61,53.6,93,85,4.47,overcast clouds
488,Nantucket,US,41.28,-70.1,68.0,68,1,5.82,clear sky
489,Ponta Do Sol,PT,32.67,-17.1,73.4,78,20,5.82,few clouds
490,Mahibadhoo,MV,3.78,72.97,82.81,66,92,1.99,overcast clouds
491,Ribeira Brava,PT,32.65,-17.07,73.4,78,20,5.82,few clouds
492,Balabac,PH,7.99,117.06,81.3,75,100,2.55,light rain
493,Ligayan,PH,4.65,119.47,82.69,68,100,4.5,light rain
494,Mandali,IQ,33.75,45.55,83.91,14,0,10.25,clear sky
495,Santa Lucia,ES,27.91,-15.54,77.0,53,20,20.8,few clouds
496,Illapel,CL,-31.63,-71.17,49.84,72,0,2.33,clear sky
497,Kyabe,TD,9.45,18.94,73.85,89,96,3.44,overcast clouds
498,Dingle,PH,11.0,122.67,79.84,84,100,3.13,overcast clouds
499,Tapiogyorgye,HU,47.34,19.95,68.0,94,75,4.7,broken clouds
500,Bridlington,GB,54.08,-0.19,61.0,100,79,2.24,broken clouds
501,Ostrovnoy,RU,68.05,39.51,40.82,87,70,12.08,broken clouds
502,Pandan,PH,14.05,124.17,82.78,79,97,0.76,overcast clouds
503,Rawson,AR,-43.3,-65.1,50.31,46,100,22.21,overcast clouds
504,Mobaye,CF,4.32,21.18,71.51,94,83,1.05,broken clouds
505,Tougue,GN,11.47,-11.6,69.57,97,71,2.51,light rain
506,Nara,JP,34.69,135.8,89.6,62,40,3.36,scattered clouds
507,Puri,IN,19.8,85.85,82.4,94,75,1.12,haze
508,Hobbs,US,32.7,-103.14,78.8,47,5,9.17,clear sky
509,Sete,FR,43.4,3.7,73.4,56,92,9.17,light rain
510,Beian,NO,63.66,9.57,55.0,93,0,3.36,clear sky
511,Atbasar,KZ,51.8,68.33,54.36,82,74,11.34,broken clouds
512,Oistins,BB,13.07,-59.53,78.8,94,75,9.17,light rain
513,Kontagora,NG,10.4,5.47,74.32,92,67,1.99,light rain
514,Bar Harbor,US,44.39,-68.2,66.2,72,1,6.93,clear sky
515,Flin Flon,CA,54.77,-101.86,71.6,64,20,6.93,few clouds
516,Tyulgan,RU,52.34,56.17,48.83,99,60,6.33,broken clouds
517,Callaguip,PH,18.07,120.49,77.0,94,75,2.24,broken clouds
518,Ipora,BR,-16.44,-51.12,78.28,29,33,3.6,scattered clouds
519,Rio Grande,BR,-32.03,-52.1,50.0,85,0,6.58,clear sky
520,Caraballeda,VE,10.61,-66.85,73.0,93,97,2.26,overcast clouds
521,Mirnyy,RU,62.54,113.96,50.0,71,20,2.24,few clouds
522,Komsomolskiy,UZ,40.43,71.72,69.8,83,90,4.7,overcast clouds
523,Constitucion,CL,-35.33,-72.42,48.18,82,8,10.13,clear sky
524,Havre,FR,49.58,0.33,66.2,82,90,8.05,overcast clouds
525,Cururupu,BR,-1.83,-44.87,75.56,82,43,4.85,scattered clouds
526,Lompoc,US,34.64,-120.46,82.99,68,1,16.11,clear sky
527,Ankpa,NG,7.37,7.63,72.84,90,76,9.17,broken clouds
528,Areosa,PT,41.72,-8.86,69.01,100,75,8.05,fog
529,Tiznit,MA,29.58,-9.5,70.38,35,0,0.96,clear sky
530,Sampit,ID,-2.53,112.95,77.31,89,82,2.91,broken clouds
531,Bullhead City,US,35.15,-114.57,117.0,13,20,11.41,few clouds
532,Vallenar,CL,-28.57,-70.76,55.53,62,0,3.04,clear sky
533,Vilcun,CL,-38.65,-72.23,48.2,100,90,6.93,light intensity shower rain
534,Borbon,PH,10.84,124.03,80.6,83,75,4.7,broken clouds
535,Gat,IL,31.61,34.76,73.99,49,0,2.82,clear sky
536,Sabang,ID,5.89,95.32,82.29,76,1,12.41,clear sky
537,Natal,BR,-5.79,-35.21,77.0,78,20,11.41,few clouds
538,Helong,CN,42.54,129.0,82.89,61,78,13.15,broken clouds
539,Deputatskiy,RU,69.3,139.9,43.99,66,86,3.49,overcast clouds
540,Christchurch,NZ,-43.53,172.63,53.01,71,99,20.8,overcast clouds
541,Mbulu,TZ,-3.85,35.53,55.22,92,97,12.44,overcast clouds
542,Yumen,CN,40.28,97.2,65.61,25,0,3.36,clear sky
543,Sept-Iles,CA,50.2,-66.38,64.4,88,40,8.05,scattered clouds
544,Sile,TR,41.18,29.61,73.99,58,0,5.99,clear sky
545,Black Forest,US,39.01,-104.7,84.2,16,1,13.87,clear sky
546,Qiongshan,CN,20.01,110.35,77.0,100,93,4.47,fog
547,Belyye Berega,RU,53.21,34.66,58.93,94,0,3.53,clear sky
548,Altamira,BR,-3.2,-52.21,82.53,46,66,2.62,broken clouds
549,Korla,CN,41.76,86.15,75.99,55,27,3.0,scattered clouds
550,Latung,PH,5.5,120.88,81.27,73,100,7.87,overcast clouds
551,Saint-Georges,GD,12.06,-61.75,80.6,88,40,5.82,scattered clouds
552,Pratapgarh,IN,24.03,74.78,75.72,96,100,13.78,light rain
553,Qovlar,AZ,40.95,45.73,66.2,77,75,2.24,broken clouds
554,Sobreira,PT,41.52,-7.8,66.99,8,100,2.95,overcast clouds
555,Bindi,SL,9.92,-11.45,72.43,96,51,4.7,broken clouds
556,Saint-Francois,FR,46.42,3.91,62.6,77,83,2.24,broken clouds
557,Oga,IT,46.46,10.35,55.4,100,75,1.12,broken clouds
558,Ust-Koksa,RU,50.27,85.61,51.71,61,47,2.26,scattered clouds
559,Port Antonio,JM,18.18,-76.46,86.0,70,75,10.29,broken clouds
560,Bairiki,KI,1.33,172.98,86.0,62,20,8.05,few clouds
561,Portsmouth,GB,50.8,-1.09,64.99,89,68,3.0,broken clouds
562,Quelimane,MZ,-17.88,36.89,73.4,83,40,2.24,scattered clouds
563,Prince Albert,CA,53.2,-105.77,89.6,33,75,2.24,broken clouds
564,Todos Santos,MX,23.45,-110.22,84.0,80,6,4.0,light rain
565,Tairua,NZ,-37.02,175.85,59.0,71,98,11.99,light rain
566,Ust-Nera,RU,64.57,143.2,52.36,44,36,5.55,scattered clouds
567,Launceston,AU,-41.45,147.17,48.2,87,90,5.82,light intensity shower rain
568,Nokha,IN,27.6,73.42,84.29,79,13,14.03,few clouds
569,Rodrigues Alves,BR,-7.74,-72.65,82.76,58,60,2.75,broken clouds
570,Praia,CV,14.92,-23.51,80.6,83,20,4.7,few clouds
571,Dubbo,AU,-32.25,148.62,55.4,76,90,12.75,overcast clouds
572,Badarwas,IN,24.97,77.57,78.03,89,100,6.42,light rain
573,Prince Rupert,CA,54.32,-130.32,59.0,93,90,3.36,mist
574,Vestmanna,FO,62.16,-7.17,48.2,87,1,7.58,clear sky
575,Qostanay,KZ,53.17,63.58,53.6,81,75,6.71,broken clouds
576,Linqiong,CN,30.42,103.46,69.01,100,40,2.24,light intensity shower rain
577,Vagur,FO,61.47,-6.81,51.75,91,0,15.52,clear sky
578,Wallacetown,NZ,-46.33,168.27,48.11,55,97,2.55,overcast clouds
579,Iskateley,RU,67.68,53.15,47.07,94,100,8.28,light rain
580,Tucurui,BR,-3.77,-49.67,83.3,49,36,0.6,scattered clouds
581,Axim,GH,4.87,-2.24,74.71,84,84,11.5,broken clouds
582,Mpulungu,ZM,-8.76,31.11,72.18,42,40,3.65,scattered clouds
583,Swan Hill,AU,-35.34,143.55,55.47,72,0,10.27,clear sky
584,Ventspils,LV,57.39,21.56,55.4,87,71,1.12,broken clouds
585,Novaya Lyada,RU,52.71,41.64,56.7,77,30,3.2,scattered clouds
586,Rockland,US,41.17,-74.05,70.0,95,36,3.13,moderate rain
587,Mahajanga,MG,-15.72,46.32,72.07,56,61,11.59,broken clouds
588,Besikduzu,TR,41.05,39.23,71.6,78,75,4.7,broken clouds
589,Miri,MY,4.41,114.01,73.4,100,40,1.12,scattered clouds
590,Ramhormoz,IR,31.28,49.6,80.02,16,0,3.29,clear sky
591,Novobirilyussy,RU,56.95,90.67,54.25,82,32,5.06,scattered clouds
592,Sembe,CG,1.65,14.58,70.54,92,52,2.62,broken clouds
593,Zyryanka,RU,65.75,150.85,55.49,41,0,1.95,clear sky
594,Cherskiy,RU,68.75,161.3,45.55,78,100,13.13,overcast clouds
595,Kungurtug,RU,50.6,97.52,53.83,67,99,2.35,overcast clouds
596,Simiti,CO,7.96,-73.94,77.36,88,91,0.31,overcast clouds
597,Moose Factory,CA,51.26,-80.61,59.0,93,90,2.24,overcast clouds
598,Ilan,TW,24.76,121.75,84.0,99,52,4.79,broken clouds
599,Clonakilty,IE,51.62,-8.87,59.0,100,75,8.05,broken clouds
600,Jiexiu,CN,37.02,111.91,68.94,80,99,8.41,light rain
601,Tabou,CI,4.42,-7.35,74.37,82,67,9.28,broken clouds
602,Villarrobledo,ES,39.27,-2.6,64.99,53,4,7.09,clear sky
603,Oropesa,PE,-13.59,-71.77,53.91,55,56,6.71,broken clouds
604,Marysville,US,48.05,-122.18,89.01,45,1,6.93,clear sky
605,Tocopilla,CL,-22.09,-70.2,55.47,61,25,3.65,scattered clouds
606,Half Moon Bay,US,37.46,-122.43,86.0,82,1,9.17,clear sky
607,Kieta,PG,-6.22,155.63,82.98,73,11,1.88,light rain
608,Clarence Town,AU,-32.58,151.78,57.2,58,75,17.22,light intensity shower rain
609,Itoman,JP,26.12,127.67,87.8,70,20,9.17,few clouds
610,Coihaique,CL,-45.58,-72.07,41.0,52,75,6.93,broken clouds
611,Boyolangu,ID,-8.12,111.89,75.76,83,51,8.48,broken clouds
612,Shimonoseki,JP,33.95,130.95,88.0,79,20,3.36,few clouds
613,San Ignacio,BZ,17.16,-89.07,77.0,88,90,3.15,overcast clouds
614,Trindade,BR,-16.65,-49.49,78.8,47,14,3.36,few clouds
615,Olinda,BR,-8.01,-34.86,78.8,74,20,11.41,few clouds
616,Amurrio,ES,43.05,-3.0,68.0,93,100,2.24,overcast clouds
617,Ransang,PH,8.96,117.58,80.31,77,100,4.0,overcast clouds
618,Ponta Delgada,PT,37.73,-25.67,73.4,94,40,20.8,scattered clouds
619,Yangambi,CD,0.81,24.43,72.05,88,82,2.13,broken clouds
620,Troitskiy,RU,57.06,63.75,47.68,96,27,2.71,scattered clouds
621,Narsaq,GL,60.92,-46.05,55.4,62,35,3.36,scattered clouds
622,Ormara,PK,25.21,64.64,82.99,84,94,7.16,overcast clouds
623,Thinadhoo,MV,0.53,72.93,84.29,66,93,4.9,overcast clouds
624,Holme,DK,56.11,10.17,64.99,72,62,1.12,broken clouds
625,Victor Harbor,AU,-35.57,138.62,55.99,80,6,3.0,clear sky
626,Bismarck,US,46.81,-100.78,91.4,26,1,9.17,clear sky
627,Camacari,BR,-12.7,-38.32,78.8,69,40,8.05,scattered clouds
628,Mahuva,IN,21.09,71.76,80.42,86,99,12.39,light rain
629,Barras,BR,-4.24,-42.29,84.83,39,56,5.26,broken clouds
630,Dauriya,RU,49.93,116.87,53.49,80,99,14.27,overcast clouds
631,La Cumbre,AR,-30.98,-64.49,51.01,37,0,1.99,clear sky
632,Omboue,GA,-1.57,9.26,74.97,83,100,8.93,overcast clouds
633,Bishop Auckland,GB,54.66,-1.68,59.0,95,93,1.14,overcast clouds
634,Ternate,ID,0.8,127.4,81.57,78,80,13.53,light rain
635,Taoudenni,ML,22.68,-3.98,102.61,8,0,8.88,clear sky
636,Chokwe,MZ,-24.53,32.98,61.84,89,3,8.41,clear sky
637,Kermanshah,IR,34.31,47.06,68.0,19,0,4.7,clear sky
638,Lipovtsy,RU,44.2,131.72,75.47,86,89,13.18,overcast clouds
639,Nizhniy Chir,RU,48.36,43.09,68.02,65,0,8.43,clear sky
640,Lubao,PH,14.92,120.55,84.0,83,75,2.24,broken clouds
641,Cam Ranh,VN,11.92,109.16,82.4,88,40,3.36,scattered clouds
642,Severodvinsk,RU,64.56,39.83,41.0,100,20,10.76,few clouds
643,Tabriz,IR,38.08,46.29,62.6,63,20,20.8,few clouds
644,Labelle,US,26.76,-81.44,80.6,83,40,4.7,scattered clouds
645,Urucara,BR,-2.54,-57.76,86.34,41,50,1.77,scattered clouds
646,Krasnogorsk,RU,55.82,37.32,59.0,81,0,2.24,clear sky
647,Letovice,CZ,49.55,16.57,66.0,95,99,1.99,overcast clouds
648,Marawi,PH,8.0,124.29,78.01,84,86,8.01,light rain
649,Stromness,GB,58.97,-3.3,55.4,100,91,11.41,overcast clouds
650,Mitsamiouli,KM,-11.38,43.28,76.37,74,42,6.29,scattered clouds
651,Puerto Narino,CO,-3.77,-70.38,78.8,88,75,3.36,broken clouds
652,Hobyo,SO,5.35,48.53,76.03,70,54,22.64,broken clouds
653,Zarechnyy,RU,53.2,45.19,55.0,57,0,3.87,clear sky
654,Sobolevo,RU,54.43,31.9,57.88,92,0,5.03,clear sky
655,Worthington,US,40.09,-83.02,81.0,47,40,10.29,scattered clouds
656,Nehe,CN,48.48,124.83,64.49,88,93,15.48,overcast clouds
657,Ha Tinh,VN,18.33,105.9,78.48,81,100,3.02,light rain
658,Xai-Xai,MZ,-25.05,33.64,61.57,92,3,9.69,clear sky
659,Along,IN,28.17,94.77,73.18,89,70,1.05,broken clouds
660,Salalah,OM,17.02,54.09,77.0,100,90,4.7,haze
661,Juneau,US,58.3,-134.42,62.01,87,90,8.05,moderate rain
662,Asau,RO,46.43,26.4,61.0,84,0,4.34,clear sky
663,Mattru,SL,7.62,-11.83,73.49,89,96,2.73,overcast clouds
664,Mount Darwin,ZW,-16.77,31.58,57.88,80,0,6.8,clear sky
665,Chicama,PE,-7.84,-79.15,60.46,83,17,8.48,few clouds
666,Llata,PE,-9.42,-76.78,50.5,74,38,4.05,scattered clouds
667,Tecoanapa,MX,16.52,-98.75,79.14,86,100,5.35,moderate rain
668,Adeje,ES,28.12,-16.73,77.0,57,0,18.34,clear sky
669,Shache,CN,38.42,77.24,65.14,28,0,4.0,clear sky
670,Oranjemund,NA,-28.55,16.43,55.47,77,73,7.36,light rain
671,Lagdo,CM,9.05,13.73,73.35,96,100,2.04,moderate rain
672,Waitati,NZ,-45.75,170.57,51.01,71,62,42.99,broken clouds
673,Kapoeta,SS,4.77,33.59,74.34,73,58,4.56,broken clouds
674,Freetown,SL,8.48,-13.23,75.79,89,91,8.68,overcast clouds
675,Noumea,NC,-22.28,166.46,73.0,78,90,4.7,overcast clouds
676,Damara,CF,4.96,18.7,78.8,94,20,3.36,few clouds
677,Salvador,SV,13.83,-88.92,84.2,79,40,4.7,scattered clouds
678,Teya,RU,60.38,92.63,54.18,63,1,2.42,clear sky
679,Oriximina,BR,-1.77,-55.87,85.68,45,36,3.36,scattered clouds
680,Doha,QA,25.29,51.53,93.2,44,39,5.82,scattered clouds
681,Allen,US,41.07,-85.01,78.8,57,75,12.75,broken clouds
682,Santo Domingo,DO,18.5,-69.99,86.0,74,40,4.7,scattered clouds
683,Escarcega,MX,18.61,-90.75,78.62,90,95,4.12,moderate rain
684,Mildura,AU,-34.2,142.15,57.0,76,0,8.05,clear sky
685,Teteven,BG,42.92,24.27,64.99,65,67,5.12,broken clouds
686,Zeya,RU,53.75,127.27,52.56,76,100,6.89,overcast clouds
687,Caravelas,BR,-17.71,-39.25,72.55,84,2,6.82,clear sky
688,Pangnirtung,CA,66.15,-65.71,60.89,58,87,1.74,overcast clouds
689,Norfolk,US,42.17,-71.25,71.01,72,9,9.17,clear sky
690,Gigmoto,PH,13.78,124.39,83.23,76,93,1.57,overcast clouds
691,Hervey Bay,AU,-25.3,152.85,66.2,45,0,1.12,clear sky
692,Mataram,ID,-8.58,116.12,75.2,94,40,11.41,scattered clouds
693,Mumford,GH,5.26,-0.76,74.1,89,22,12.24,few clouds
694,Novikovo,RU,51.15,37.89,63.45,81,0,6.55,clear sky
695,Cap Malheureux,MU,-19.98,57.61,72.0,70,3,7.0,clear sky
696,Severnyy,RU,50.68,36.55,66.2,68,3,8.95,clear sky
697,Berlevag,NO,70.86,29.09,47.79,75,97,17.63,light rain
698,Bucerias,MX,20.75,-105.33,86.0,79,90,10.29,overcast clouds
699,Kiruna,SE,67.86,20.23,42.8,81,95,5.82,overcast clouds
700,Minas,UY,-34.38,-55.24,50.0,76,0,8.05,clear sky
701,Zhanaozen,KZ,43.3,52.8,62.13,54,0,6.8,clear sky
702,New Iberia,US,30.0,-91.82,89.6,49,1,11.41,clear sky
703,Cabedelo,BR,-6.98,-34.83,73.4,88,20,5.82,few clouds
704,Kokstad,ZA,-30.55,29.42,49.86,41,7,10.92,clear sky
705,Atar,MR,20.52,-13.05,97.25,31,0,16.31,clear sky
706,Saint Anthony,US,45.02,-93.22,75.99,41,20,9.17,few clouds
707,Miyako,JP,39.64,141.95,77.04,76,77,4.38,broken clouds
708,San Angelo,US,31.46,-100.44,93.0,34,87,1.99,light rain
709,Kysyl-Syr,RU,63.9,122.76,56.37,48,0,4.36,clear sky
710,Eureka,US,40.8,-124.16,69.01,100,100,4.0,overcast clouds
711,Broken Hill,AU,-31.95,141.43,53.6,66,2,9.98,clear sky
712,Rudbar,AF,30.15,62.6,75.52,28,0,9.62,clear sky
713,Sterling,US,39.01,-77.43,78.01,78,1,5.82,clear sky
714,Bawku,GH,11.06,-0.24,77.99,80,58,4.7,broken clouds
715,Garowe,SO,8.41,48.48,73.98,63,66,28.86,broken clouds
716,Cameta,BR,-2.24,-49.5,83.21,73,76,8.68,broken clouds
717,Kokoda,PG,-8.88,147.74,78.19,65,81,3.27,broken clouds
